timestamp,image_id,model,task,raw_answer,finish_reason,completion_tokens
2026-06-09T11:44:22+00:00,g0006,google/gemma-4-26b-a4b,directed,Ingen (der er ingen kanter),stop,10
2026-06-09T11:44:22+00:00,g0006,alibaba/qwen-3.6-35b-a3b,nodes,1,stop,2
2026-06-09T11:44:22+00:00,g0006,alibaba/qwen-3.6-35b-a3b,edges,0,stop,2
2026-06-09T11:44:22+00:00,g0006,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:44:22+00:00,g0007,google/gemma-4-26b-a4b,nodes,1,stop,2
2026-06-09T11:44:22+00:00,g0007,google/gemma-4-26b-a4b,edges,0,stop,2
2026-06-09T11:44:22+00:00,g0007,google/gemma-4-26b-a4b,directed,Ingen (der er ingen kanter),stop,10
2026-06-09T11:44:22+00:00,g0007,alibaba/qwen-3.6-35b-a3b,nodes,1,stop,2
2026-06-09T11:44:22+00:00,g0007,alibaba/qwen-3.6-35b-a3b,edges,0,stop,2
2026-06-09T11:44:22+00:00,g0007,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:44:22+00:00,g0008,google/gemma-4-26b-a4b,nodes,1,stop,2
2026-06-09T11:44:22+00:00,g0008,google/gemma-4-26b-a4b,edges,0,stop,2
2026-06-09T11:44:22+00:00,g0008,google/gemma-4-26b-a4b,directed,Ingen (der er ingen kanter),stop,10
2026-06-09T11:44:22+00:00,g0008,alibaba/qwen-3.6-35b-a3b,nodes,1,stop,2
2026-06-09T11:44:22+00:00,g0008,alibaba/qwen-3.6-35b-a3b,edges,0,stop,2
2026-06-09T11:44:22+00:00,g0008,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:44:22+00:00,g0009,google/gemma-4-26b-a4b,nodes,1,stop,2
2026-06-09T11:44:22+00:00,g0009,google/gemma-4-26b-a4b,edges,0,stop,2
2026-06-09T11:44:22+00:00,g0009,google/gemma-4-26b-a4b,directed,Ingen (der er ingen kanter),stop,10
2026-06-09T11:44:22+00:00,g0009,alibaba/qwen-3.6-35b-a3b,nodes,1,stop,2
2026-06-09T11:44:22+00:00,g0009,alibaba/qwen-3.6-35b-a3b,edges,0,stop,2
2026-06-09T11:44:22+00:00,g0009,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:44:22+00:00,g0010,google/gemma-4-26b-a4b,nodes,1,stop,2
2026-06-09T11:44:22+00:00,g0010,google/gemma-4-26b-a4b,edges,0,stop,2
2026-06-09T11:44:22+00:00,g0010,google/gemma-4-26b-a4b,directed,Ingen (der er ingen kanter),stop,10
2026-06-09T11:44:22+00:00,g0010,alibaba/qwen-3.6-35b-a3b,nodes,1,stop,2
2026-06-09T11:44:22+00:00,g0010,alibaba/qwen-3.6-35b-a3b,edges,0,stop,2
2026-06-09T11:44:22+00:00,g0010,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:45:23+00:00,g0011,google/gemma-4-26b-a4b,nodes,2,stop,2
2026-06-09T11:45:23+00:00,g0011,google/gemma-4-26b-a4b,edges,1,stop,2
2026-06-09T11:45:23+00:00,g0011,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:45:23+00:00,g0011,alibaba/qwen-3.6-35b-a3b,nodes,2,stop,2
2026-06-09T11:45:24+00:00,g0011,alibaba/qwen-3.6-35b-a3b,edges,1,stop,2
2026-06-09T11:45:24+00:00,g0011,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:45:24+00:00,g0012,google/gemma-4-26b-a4b,nodes,2,stop,2
2026-06-09T11:45:24+00:00,g0012,google/gemma-4-26b-a4b,edges,1,stop,2
2026-06-09T11:45:24+00:00,g0012,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:45:25+00:00,g0012,alibaba/qwen-3.6-35b-a3b,nodes,2,stop,2
2026-06-09T11:45:25+00:00,g0012,alibaba/qwen-3.6-35b-a3b,edges,1,stop,2
2026-06-09T11:45:25+00:00,g0012,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:45:25+00:00,g0013,google/gemma-4-26b-a4b,nodes,2,stop,2
2026-06-09T11:45:25+00:00,g0013,google/gemma-4-26b-a4b,edges,1,stop,2
2026-06-09T11:45:26+00:00,g0013,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:45:26+00:00,g0013,alibaba/qwen-3.6-35b-a3b,nodes,2,stop,2
2026-06-09T11:45:26+00:00,g0013,alibaba/qwen-3.6-35b-a3b,edges,1,stop,2
2026-06-09T11:45:26+00:00,g0013,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:45:26+00:00,g0014,google/gemma-4-26b-a4b,nodes,2,stop,2
2026-06-09T11:45:26+00:00,g0014,google/gemma-4-26b-a4b,edges,1,stop,2
2026-06-09T11:45:26+00:00,g0014,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:45:26+00:00,g0014,alibaba/qwen-3.6-35b-a3b,nodes,2,stop,2
2026-06-09T11:45:26+00:00,g0014,alibaba/qwen-3.6-35b-a3b,edges,1,stop,2
2026-06-09T11:45:26+00:00,g0014,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:45:27+00:00,g0015,google/gemma-4-26b-a4b,nodes,2,stop,2
2026-06-09T11:45:27+00:00,g0015,google/gemma-4-26b-a4b,edges,1,stop,2
2026-06-09T11:45:27+00:00,g0015,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:45:27+00:00,g0015,alibaba/qwen-3.6-35b-a3b,nodes,2,stop,2
2026-06-09T11:45:28+00:00,g0015,alibaba/qwen-3.6-35b-a3b,edges,1,stop,2
2026-06-09T11:45:28+00:00,g0015,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:46:28+00:00,g0016,google/gemma-4-26b-a4b,nodes,2,stop,2
2026-06-09T11:46:28+00:00,g0016,google/gemma-4-26b-a4b,edges,1,stop,2
2026-06-09T11:46:28+00:00,g0016,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:46:28+00:00,g0016,alibaba/qwen-3.6-35b-a3b,nodes,2,stop,2
2026-06-09T11:46:28+00:00,g0016,alibaba/qwen-3.6-35b-a3b,edges,1,stop,2
2026-06-09T11:46:28+00:00,g0016,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:46:28+00:00,g0017,google/gemma-4-26b-a4b,nodes,2,stop,2
2026-06-09T11:46:28+00:00,g0017,google/gemma-4-26b-a4b,edges,1,stop,2
2026-06-09T11:46:28+00:00,g0017,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:46:28+00:00,g0017,alibaba/qwen-3.6-35b-a3b,nodes,2,stop,2
2026-06-09T11:46:28+00:00,g0017,alibaba/qwen-3.6-35b-a3b,edges,1,stop,2
2026-06-09T11:46:28+00:00,g0017,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:46:29+00:00,g0018,google/gemma-4-26b-a4b,nodes,2,stop,2
2026-06-09T11:46:29+00:00,g0018,google/gemma-4-26b-a4b,edges,1,stop,2
2026-06-09T11:46:29+00:00,g0018,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:46:29+00:00,g0018,alibaba/qwen-3.6-35b-a3b,nodes,2,stop,2
2026-06-09T11:46:29+00:00,g0018,alibaba/qwen-3.6-35b-a3b,edges,1,stop,2
2026-06-09T11:46:30+00:00,g0018,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:46:30+00:00,g0019,google/gemma-4-26b-a4b,nodes,2,stop,2
2026-06-09T11:46:30+00:00,g0019,google/gemma-4-26b-a4b,edges,1,stop,2
2026-06-09T11:46:30+00:00,g0019,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:46:30+00:00,g0019,alibaba/qwen-3.6-35b-a3b,nodes,2,stop,2
2026-06-09T11:46:30+00:00,g0019,alibaba/qwen-3.6-35b-a3b,edges,1,stop,2
2026-06-09T11:46:30+00:00,g0019,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:46:30+00:00,g0020,google/gemma-4-26b-a4b,nodes,2,stop,2
2026-06-09T11:46:30+00:00,g0020,google/gemma-4-26b-a4b,edges,1,stop,2
2026-06-09T11:46:30+00:00,g0020,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:46:30+00:00,g0020,alibaba/qwen-3.6-35b-a3b,nodes,2,stop,2
2026-06-09T11:46:30+00:00,g0020,alibaba/qwen-3.6-35b-a3b,edges,1,stop,2
2026-06-09T11:46:30+00:00,g0020,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:47:30+00:00,g0021,google/gemma-4-26b-a4b,nodes,3,stop,2
2026-06-09T11:47:30+00:00,g0021,google/gemma-4-26b-a4b,edges,3,stop,2
2026-06-09T11:47:30+00:00,g0021,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:47:31+00:00,g0021,alibaba/qwen-3.6-35b-a3b,nodes,3,stop,2
2026-06-09T11:47:31+00:00,g0021,alibaba/qwen-3.6-35b-a3b,edges,3,stop,2
2026-06-09T11:47:31+00:00,g0021,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:47:31+00:00,g0022,google/gemma-4-26b-a4b,nodes,3,stop,2
2026-06-09T11:47:32+00:00,g0022,google/gemma-4-26b-a4b,edges,3,stop,2
2026-06-09T11:47:32+00:00,g0022,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:47:32+00:00,g0022,alibaba/qwen-3.6-35b-a3b,nodes,3,stop,2
2026-06-09T11:47:32+00:00,g0022,alibaba/qwen-3.6-35b-a3b,edges,3,stop,2
2026-06-09T11:47:32+00:00,g0022,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:47:33+00:00,g0023,google/gemma-4-26b-a4b,nodes,3,stop,2
2026-06-09T11:47:33+00:00,g0023,google/gemma-4-26b-a4b,edges,3,stop,2
2026-06-09T11:47:33+00:00,g0023,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:47:33+00:00,g0023,alibaba/qwen-3.6-35b-a3b,nodes,3,stop,2
2026-06-09T11:47:34+00:00,g0023,alibaba/qwen-3.6-35b-a3b,edges,3,stop,2
2026-06-09T11:47:34+00:00,g0023,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:47:34+00:00,g0024,google/gemma-4-26b-a4b,nodes,3,stop,2
2026-06-09T11:47:34+00:00,g0024,google/gemma-4-26b-a4b,edges,2,stop,2
2026-06-09T11:47:34+00:00,g0024,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:47:35+00:00,g0024,alibaba/qwen-3.6-35b-a3b,nodes,3,stop,2
2026-06-09T11:47:35+00:00,g0024,alibaba/qwen-3.6-35b-a3b,edges,3,stop,2
2026-06-09T11:47:35+00:00,g0024,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:47:35+00:00,g0025,google/gemma-4-26b-a4b,nodes,3,stop,2
2026-06-09T11:47:36+00:00,g0025,google/gemma-4-26b-a4b,edges,3,stop,2
2026-06-09T11:47:36+00:00,g0025,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:47:36+00:00,g0025,alibaba/qwen-3.6-35b-a3b,nodes,3,stop,2
2026-06-09T11:47:36+00:00,g0025,alibaba/qwen-3.6-35b-a3b,edges,3,stop,2
2026-06-09T11:47:36+00:00,g0025,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:48:37+00:00,g0026,google/gemma-4-26b-a4b,nodes,3,stop,2
2026-06-09T11:48:37+00:00,g0026,google/gemma-4-26b-a4b,edges,3,stop,2
2026-06-09T11:48:37+00:00,g0026,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:48:38+00:00,g0026,alibaba/qwen-3.6-35b-a3b,nodes,3,stop,2
2026-06-09T11:48:38+00:00,g0026,alibaba/qwen-3.6-35b-a3b,edges,3,stop,2
2026-06-09T11:48:38+00:00,g0026,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:48:38+00:00,g0027,google/gemma-4-26b-a4b,nodes,3,stop,2
2026-06-09T11:48:38+00:00,g0027,google/gemma-4-26b-a4b,edges,3,stop,2
2026-06-09T11:48:39+00:00,g0027,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:48:39+00:00,g0027,alibaba/qwen-3.6-35b-a3b,nodes,3,stop,2
2026-06-09T11:48:39+00:00,g0027,alibaba/qwen-3.6-35b-a3b,edges,3,stop,2
2026-06-09T11:48:39+00:00,g0027,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:48:40+00:00,g0028,google/gemma-4-26b-a4b,nodes,3,stop,2
2026-06-09T11:48:40+00:00,g0028,google/gemma-4-26b-a4b,edges,3,stop,2
2026-06-09T11:48:40+00:00,g0028,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:48:40+00:00,g0028,alibaba/qwen-3.6-35b-a3b,nodes,3,stop,2
2026-06-09T11:48:41+00:00,g0028,alibaba/qwen-3.6-35b-a3b,edges,3,stop,2
2026-06-09T11:48:41+00:00,g0028,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:48:41+00:00,g0029,google/gemma-4-26b-a4b,nodes,3,stop,2
2026-06-09T11:48:41+00:00,g0029,google/gemma-4-26b-a4b,edges,2,stop,2
2026-06-09T11:48:41+00:00,g0029,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:48:42+00:00,g0029,alibaba/qwen-3.6-35b-a3b,nodes,3,stop,2
2026-06-09T11:48:42+00:00,g0029,alibaba/qwen-3.6-35b-a3b,edges,2,stop,2
2026-06-09T11:48:42+00:00,g0029,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:48:42+00:00,g0030,google/gemma-4-26b-a4b,nodes,3,stop,2
2026-06-09T11:48:42+00:00,g0030,google/gemma-4-26b-a4b,edges,3,stop,2
2026-06-09T11:48:43+00:00,g0030,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:48:43+00:00,g0030,alibaba/qwen-3.6-35b-a3b,nodes,3,stop,2
2026-06-09T11:48:43+00:00,g0030,alibaba/qwen-3.6-35b-a3b,edges,3,stop,2
2026-06-09T11:48:43+00:00,g0030,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:49:44+00:00,g0031,google/gemma-4-26b-a4b,nodes,4,stop,2
2026-06-09T11:49:44+00:00,g0031,google/gemma-4-26b-a4b,edges,4,stop,2
2026-06-09T11:49:44+00:00,g0031,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:49:44+00:00,g0031,alibaba/qwen-3.6-35b-a3b,nodes,4,stop,2
2026-06-09T11:49:45+00:00,g0031,alibaba/qwen-3.6-35b-a3b,edges,4,stop,2
2026-06-09T11:49:45+00:00,g0031,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:49:45+00:00,g0032,google/gemma-4-26b-a4b,nodes,4,stop,2
2026-06-09T11:49:45+00:00,g0032,google/gemma-4-26b-a4b,edges,4,stop,2
2026-06-09T11:49:45+00:00,g0032,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:49:46+00:00,g0032,alibaba/qwen-3.6-35b-a3b,nodes,4,stop,2
2026-06-09T11:49:46+00:00,g0032,alibaba/qwen-3.6-35b-a3b,edges,4,stop,2
2026-06-09T11:49:46+00:00,g0032,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:49:46+00:00,g0033,google/gemma-4-26b-a4b,nodes,4,stop,2
2026-06-09T11:49:47+00:00,g0033,google/gemma-4-26b-a4b,edges,4,stop,2
2026-06-09T11:49:47+00:00,g0033,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:49:47+00:00,g0033,alibaba/qwen-3.6-35b-a3b,nodes,4,stop,2
2026-06-09T11:49:48+00:00,g0033,alibaba/qwen-3.6-35b-a3b,edges,4,stop,2
2026-06-09T11:49:48+00:00,g0033,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:49:48+00:00,g0034,google/gemma-4-26b-a4b,nodes,4,stop,2
2026-06-09T11:49:48+00:00,g0034,google/gemma-4-26b-a4b,edges,4,stop,2
2026-06-09T11:49:48+00:00,g0034,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:49:49+00:00,g0034,alibaba/qwen-3.6-35b-a3b,nodes,4,stop,2
2026-06-09T11:49:49+00:00,g0034,alibaba/qwen-3.6-35b-a3b,edges,4,stop,2
2026-06-09T11:49:49+00:00,g0034,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:49:49+00:00,g0035,google/gemma-4-26b-a4b,nodes,4,stop,2
2026-06-09T11:49:49+00:00,g0035,google/gemma-4-26b-a4b,edges,4,stop,2
2026-06-09T11:49:50+00:00,g0035,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:49:50+00:00,g0035,alibaba/qwen-3.6-35b-a3b,nodes,4,stop,2
2026-06-09T11:49:50+00:00,g0035,alibaba/qwen-3.6-35b-a3b,edges,4,stop,2
2026-06-09T11:49:50+00:00,g0035,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:50:51+00:00,g0036,google/gemma-4-26b-a4b,nodes,4,stop,2
2026-06-09T11:50:51+00:00,g0036,google/gemma-4-26b-a4b,edges,4,stop,2
2026-06-09T11:50:51+00:00,g0036,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:50:51+00:00,g0036,alibaba/qwen-3.6-35b-a3b,nodes,4,stop,2
2026-06-09T11:50:51+00:00,g0036,alibaba/qwen-3.6-35b-a3b,edges,4,stop,2
2026-06-09T11:50:52+00:00,g0036,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:50:52+00:00,g0037,google/gemma-4-26b-a4b,nodes,4,stop,2
2026-06-09T11:50:52+00:00,g0037,google/gemma-4-26b-a4b,edges,4,stop,2
2026-06-09T11:50:52+00:00,g0037,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:50:53+00:00,g0037,alibaba/qwen-3.6-35b-a3b,nodes,4,stop,2
2026-06-09T11:50:53+00:00,g0037,alibaba/qwen-3.6-35b-a3b,edges,4,stop,2
2026-06-09T11:50:53+00:00,g0037,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:50:54+00:00,g0038,google/gemma-4-26b-a4b,nodes,4,stop,2
2026-06-09T11:50:54+00:00,g0038,google/gemma-4-26b-a4b,edges,4,stop,2
2026-06-09T11:50:54+00:00,g0038,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:50:54+00:00,g0038,alibaba/qwen-3.6-35b-a3b,nodes,4,stop,2
2026-06-09T11:50:54+00:00,g0038,alibaba/qwen-3.6-35b-a3b,edges,4,stop,2
2026-06-09T11:50:55+00:00,g0038,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:50:55+00:00,g0039,google/gemma-4-26b-a4b,nodes,4,stop,2
2026-06-09T11:50:55+00:00,g0039,google/gemma-4-26b-a4b,edges,4,stop,2
2026-06-09T11:50:55+00:00,g0039,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:50:55+00:00,g0039,alibaba/qwen-3.6-35b-a3b,nodes,4,stop,2
2026-06-09T11:50:56+00:00,g0039,alibaba/qwen-3.6-35b-a3b,edges,4,stop,2
2026-06-09T11:50:56+00:00,g0039,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:50:56+00:00,g0040,google/gemma-4-26b-a4b,nodes,4,stop,2
2026-06-09T11:50:56+00:00,g0040,google/gemma-4-26b-a4b,edges,4,stop,2
2026-06-09T11:50:56+00:00,g0040,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:50:57+00:00,g0040,alibaba/qwen-3.6-35b-a3b,nodes,4,stop,2
2026-06-09T11:50:57+00:00,g0040,alibaba/qwen-3.6-35b-a3b,edges,4,stop,2
2026-06-09T11:50:57+00:00,g0040,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:51:58+00:00,g0041,google/gemma-4-26b-a4b,nodes,5,stop,2
2026-06-09T11:51:58+00:00,g0041,google/gemma-4-26b-a4b,edges,5,stop,2
2026-06-09T11:51:58+00:00,g0041,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:51:58+00:00,g0041,alibaba/qwen-3.6-35b-a3b,nodes,5,stop,2
2026-06-09T11:51:59+00:00,g0041,alibaba/qwen-3.6-35b-a3b,edges,6,stop,2
2026-06-09T11:51:59+00:00,g0041,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:51:59+00:00,g0042,google/gemma-4-26b-a4b,nodes,5,stop,2
2026-06-09T11:51:59+00:00,g0042,google/gemma-4-26b-a4b,edges,5,stop,2
2026-06-09T11:51:59+00:00,g0042,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:52:00+00:00,g0042,alibaba/qwen-3.6-35b-a3b,nodes,5,stop,2
2026-06-09T11:52:00+00:00,g0042,alibaba/qwen-3.6-35b-a3b,edges,5,stop,2
2026-06-09T11:52:00+00:00,g0042,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:52:00+00:00,g0043,google/gemma-4-26b-a4b,nodes,5,stop,2
2026-06-09T11:52:01+00:00,g0043,google/gemma-4-26b-a4b,edges,5,stop,2
2026-06-09T11:52:01+00:00,g0043,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:52:01+00:00,g0043,alibaba/qwen-3.6-35b-a3b,nodes,5,stop,2
2026-06-09T11:52:01+00:00,g0043,alibaba/qwen-3.6-35b-a3b,edges,5,stop,2
2026-06-09T11:52:01+00:00,g0043,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:52:02+00:00,g0044,google/gemma-4-26b-a4b,nodes,5,stop,2
2026-06-09T11:52:02+00:00,g0044,google/gemma-4-26b-a4b,edges,5,stop,2
2026-06-09T11:52:02+00:00,g0044,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:52:03+00:00,g0044,alibaba/qwen-3.6-35b-a3b,nodes,5,stop,2
2026-06-09T11:52:03+00:00,g0044,alibaba/qwen-3.6-35b-a3b,edges,5,stop,2
2026-06-09T11:52:03+00:00,g0044,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:52:03+00:00,g0045,google/gemma-4-26b-a4b,nodes,5,stop,2
2026-06-09T11:52:03+00:00,g0045,google/gemma-4-26b-a4b,edges,5,stop,2
2026-06-09T11:52:04+00:00,g0045,google/gemma-4-26b-a4b,directed,rettet,stop,3
2026-06-09T11:52:04+00:00,g0045,alibaba/qwen-3.6-35b-a3b,nodes,5,stop,2
2026-06-09T11:52:04+00:00,g0045,alibaba/qwen-3.6-35b-a3b,edges,5,stop,2
2026-06-09T11:52:04+00:00,g0045,alibaba/qwen-3.6-35b-a3b,directed,rettet,stop,3
2026-06-09T11:53:05+00:00,g0046,google/gemma-4-26b-a4b,nodes,5,stop,2
2026-06-09T11:53:05+00:00,g0046,google/gemma-4-26b-a4b,edges,5,stop,2
2026-06-09T11:53:05+00:00,g0046,google/gemma-4-26b-a4b,directed,urettet,stop,3
2026-06-09T11:53:06+00:00,g0046,alibaba/qwen-3.6-35b-a3b,nodes,5,stop,2
2026-06-09T11:53:06+00:00,g0046,alibaba/qwen-3.6-35b-a3b,edges,5,stop,2
2026-06-09T11:53:06+00:00,g0046,alibaba/qwen-3.6-35b-a3b,directed,urettet,stop,3
2026-06-09T11:53:06+00:00,g0047,google/gemma-4-26b-a4b,nodes,5,stop,2
2026-06-09T11:53:07+00:00,g0047,google/gemma-4-26b-a4b,edges,5,stop,2
2026-06-09T11:53:07+00:00,g0047,google/gemma-4-26b-a4b,directed,rettet,stop,3
